"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"552","When a grouchy pirate captain starts to HEAVE HO! with the flu, his mates step up and teach him a thing or two abou‚Ä¶ https://t.co/hSoN1iQouL",FALSE,0,NA,2018-03-08 23:33:00,TRUE,NA,"971891562970886144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SnifflesM",0,FALSE,FALSE,NA,NA
"553","Wisconsin woman forced to get flu shot or be fired, DOJ lawsuit¬†claims https://t.co/E57GDve22O https://t.co/LR71V8qIQ8",FALSE,0,NA,2018-03-08 23:32:33,FALSE,NA,"971891451478110210",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ReportA2Z",0,FALSE,FALSE,NA,NA
"554","I‚Äôve had a two day flu deal going on and all I have to say is Walt Longmire is a badass.  #netflix",FALSE,0,NA,2018-03-08 23:32:29,FALSE,NA,"971891434818326538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","watertablesand",0,FALSE,FALSE,NA,NA
"555","God please i really hope i dont have the stomach flu or something. I feel miserable and i have work the next 3 days. Please Q~Q",FALSE,1,NA,2018-03-08 23:32:26,FALSE,NA,"971891420301635584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tulmie",0,FALSE,FALSE,NA,NA
"556","Woke up coughing blood for the 3rd morning in a row. Rushed to the ER because his is happening every day and it‚Äôs f‚Ä¶ https://t.co/tVW41PjcXK",FALSE,0,NA,2018-03-08 23:32:18,TRUE,NA,"971891386864848896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LocoSaltInc",0,FALSE,FALSE,NA,NA
"557","why am i unable to kick this flu in the butt? #oldage",FALSE,0,NA,2018-03-08 23:32:15,FALSE,NA,"971891374835429376",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","laineyx",0,FALSE,FALSE,NA,NA
"558","My (stupid) body: So just for fun, I thought I'd catch the *other* flu going around this season. You know, so we ca‚Ä¶ https://t.co/CZHRJr6F3U",FALSE,0,NA,2018-03-08 23:32:13,TRUE,NA,"971891368388734976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dancingfish",0,FALSE,FALSE,NA,NA
"559","Expert Confirms Flu Shot Behind Deadly Epidemic That's Killed Thousands-
https://t.co/29cxYClsD3
Via - @NeonNettle
#NeonNettle",FALSE,0,NA,2018-03-08 23:32:12,FALSE,NA,"971891361086615552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meechemillmsnco",0,FALSE,FALSE,NA,NA
"560","The Swine flu epidemic was 6 years ago honey https://t.co/jDHT52Dpo1",FALSE,2,NA,2018-03-08 23:32:02,FALSE,NA,"971891321307893761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HaydenWoodhull",0,FALSE,FALSE,NA,NA
"561","@Thomas1774Paine LOL! I think you're right, it's a extra bad case of the Dossier flu!",FALSE,0,"Thomas1774Paine",2018-03-08 23:31:59,FALSE,"971883284241272833","971891309358219264","275276082","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pam53",0,FALSE,FALSE,NA,NA
"562","Natural Remedies for Influenza B and GO! Ì†ΩÌ∏∑",FALSE,0,NA,2018-03-08 23:31:46,FALSE,NA,"971891254190592000",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","rc_tradesofhope",0,FALSE,FALSE,NA,NA
"563","Mathieu Perreault (flu) is on the ice for the pre-game warm-up, so is Tyler Myers. Marko Dano is on as well, Joe Mo‚Ä¶ https://t.co/Cfs2PUmmTb",FALSE,3,NA,2018-03-08 23:31:46,TRUE,NA,"971891253360152576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WiebeSunSports",1,FALSE,FALSE,NA,NA
"564","Not in this flu‚Äôs mood. Ì†æÌ¥¨",FALSE,0,NA,2018-03-08 23:31:44,FALSE,NA,"971891246481510400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Jayrosada",0,FALSE,FALSE,NA,NA
"565","yesterday both of my ears popped? assuming it‚Äôs from the flu? idk? but all i‚Äôm saying is i haven‚Äôt been able to hea‚Ä¶ https://t.co/qdRuCec5YA",FALSE,25,NA,2018-03-08 23:31:42,TRUE,NA,"971891237346213888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mollybails",1,FALSE,FALSE,NA,NA
"566","Hoping this is just a sinus infection and not the flu Ì†æÌ¥ß",FALSE,0,NA,2018-03-08 23:31:29,FALSE,NA,"971891181398511617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","damevision",0,FALSE,FALSE,NA,NA
"567","Here‚Äôs why telemedicine is an important option this flu season https://t.co/gTvzbsic3l via @JarrettStepman @DailySignal",FALSE,0,NA,2018-03-08 23:31:12,FALSE,NA,"971891113521971202",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","texasGSDgirl",0,FALSE,FALSE,NA,NA
"568","Currently dying on the couch bcos this stomach flu is no joke Ì†ΩÌ∏≠",FALSE,0,NA,2018-03-08 23:30:59,FALSE,NA,"971891058668814336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","recklesslynnnn",0,FALSE,FALSE,NA,NA
"569","Think I‚Äôm getting the flu smh",FALSE,0,NA,2018-03-08 23:30:56,FALSE,NA,"971891042621509632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PizzaGoddess1",0,FALSE,FALSE,NA,NA
"570","So sick that I‚Äôm stuck in the bed. Please don‚Äôt be the flu please don‚Äôt be the flu",FALSE,0,NA,2018-03-08 23:30:55,FALSE,NA,"971891038557278209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","h1_hays",0,FALSE,FALSE,NA,NA
"571","i thibk my flu is getting better tho",FALSE,0,NA,2018-03-08 23:30:54,FALSE,NA,"971891034765582337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lushovah",0,FALSE,FALSE,NA,NA
"572","A Week of Money: Where the flu just takes over my entire body [ https://t.co/nnQsh5jttA ] - Sick AF and still worki‚Ä¶ https://t.co/z70QyxQ7Ot",FALSE,0,NA,2018-03-08 23:30:52,TRUE,NA,"971891029325393920",NA,"<a href=""http://www.savespendsplurge.com"" rel=""nofollow"">Next Scripts SSS</a>","saverspender",0,FALSE,FALSE,NA,NA
"573","@PhunPhactory @CarieKaravas1 I had the flu one week, and we got more than a foot of snow where I am yesterday. And‚Ä¶ https://t.co/ifo5noZCfj",FALSE,1,"PhunPhactory",2018-03-08 23:30:51,TRUE,"971890160643330048","971891024711835649","112644661","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pattyrosborough",1,FALSE,FALSE,NA,NA
"574","And to top things off today I now have a cold sore on top of this flu!!",FALSE,0,NA,2018-03-08 23:30:51,FALSE,NA,"971891023243866112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Queen_OfThornes",0,FALSE,FALSE,NA,NA
"575","NC flu deaths rise to the most in at least a decade. Here‚Äôs why this season is so bad.
https://t.co/GjEcYqjEUB",FALSE,0,NA,2018-03-08 23:30:42,FALSE,NA,"971890984358432770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobertGReynolds",0,FALSE,FALSE,NA,NA
"576","Extra Summer Sunshine Makes for Milder Flu Season - Extra end-of-summer sunshine might mitigate the flu season that‚Ä¶ https://t.co/GeLeg3qDdK",FALSE,1,NA,2018-03-08 23:30:38,TRUE,NA,"971890969619640320",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PeoplesPharmacy",1,FALSE,FALSE,NA,NA
"577","Flu day 4 and it looks like there‚Äôs gonna be no end",FALSE,0,NA,2018-03-08 23:30:21,FALSE,NA,"971890898027057162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oj_Sampson",0,FALSE,FALSE,NA,NA
"578","This flu has been the absolute worst.",FALSE,0,NA,2018-03-08 23:30:14,FALSE,NA,"971890868742340608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","javierfigg",0,FALSE,FALSE,NA,NA
"579","i had the WORST FUCKING SLEEP COS MY DUMB ASS TOOK THE DAY FLU TABLET INSTEAD OF THE NIGHT ONE",FALSE,0,NA,2018-03-08 23:30:06,FALSE,NA,"971890836399996928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onlyyangels",0,FALSE,FALSE,NA,NA
"580","@layofluthien I think I‚Äôm working that night. I‚Äôll check my work schedule tmw or Monday. (Currently battling the flu)",FALSE,0,"layofluthien",2018-03-08 23:29:56,FALSE,"971890535853101056","971890792141938690","40169595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mugsy211",0,FALSE,FALSE,NA,NA
"581","@CNN CDC cut 80% of its epidemic prevention activities overseas which could pose grave danger to the United States‚Ä¶ https://t.co/GI62Qtqi33",FALSE,1,"CNN",2018-03-08 23:29:47,TRUE,"971878647966720001","971890756209299456","759251","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Melanieswombats",0,FALSE,FALSE,NA,NA
"582","Focus tayo sa clouds. Ì†ΩÌ∏Ç 
I was able to go for a run this morning. My first run for this week because dysmenorrhea a‚Ä¶ https://t.co/zfIgF5GBjN",FALSE,0,NA,2018-03-08 23:29:47,TRUE,NA,"971890754565021696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shielabbles",0,FALSE,FALSE,NA,NA
"583","Wisconsin woman forced to get flu shot or be fired, DOJ lawsuit claims https://t.co/RUdJTFTtme",FALSE,0,NA,2018-03-08 23:29:12,FALSE,NA,"971890607164706816",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","patbishop100",0,FALSE,FALSE,NA,NA
"584","I have no doubt he's dead.. 
https://t.co/SH19NFqk9T",FALSE,0,NA,2018-03-08 23:29:11,FALSE,NA,"971890602362142720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CynthiaFJones",0,FALSE,FALSE,NA,NA
"585","Got a flu shot today. I‚Äôm an adult.",FALSE,1,NA,2018-03-08 23:28:30,FALSE,NA,"971890432681611265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatGuyRobQuest",0,FALSE,FALSE,NA,NA
"586","Alert Ì†ΩÌ∫®!! The flu is NOTHING to play with believe me when I say it. I just got off it after a weeks worth of misera‚Ä¶ https://t.co/xeESESCHJB",FALSE,0,NA,2018-03-08 23:28:27,TRUE,NA,"971890419238924288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carla59707778",0,FALSE,FALSE,NA,NA
"587","Missouri turkey farm quarantined after bird flu detected:
https://t.co/29suvYNBuA",FALSE,0,NA,2018-03-08 23:28:22,FALSE,NA,"971890399374643200",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","ksprnews",1,FALSE,FALSE,NA,NA
"588","@Jeff_Meller Must have caught the ""Waddle and Silvy wrong name flu""",FALSE,1,"Jeff_Meller",2018-03-08 23:28:17,FALSE,"971884321853333505","971890377333641216","491891040","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6leonf",0,FALSE,FALSE,NA,NA
"589","Flu experts call for new vaccines, drugs and diagnostics - CNN https://t.co/V5hvSGXJpA",FALSE,0,NA,2018-03-08 23:28:07,FALSE,NA,"971890333993918464",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tribune_Health",0,FALSE,FALSE,NA,NA
"590","Flu experts call for new vaccines, drugs and diagnostics https://t.co/T9gRvq7RtC",FALSE,0,NA,2018-03-08 23:28:06,FALSE,NA,"971890333091942400",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Andy_Burton",0,FALSE,FALSE,NA,NA
"591","Flu experts call for new vaccines, drugs and diagnostics https://t.co/XTTNAP4MhI",FALSE,0,NA,2018-03-08 23:28:06,FALSE,NA,"971890331502260224",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MobilitySpain",0,FALSE,FALSE,NA,NA
"592","Has the flu, loves frozen eye mask... wish I could be this happy when sick! https://t.co/hdGzHIAR36",FALSE,2,NA,2018-03-08 23:28:04,FALSE,NA,"971890324154003456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dreamlessod",0,FALSE,FALSE,NA,NA
"593","Stay healthy at work doing cold and flu season https://t.co/CwKaO6U6Sd #livelovemov #mov #healthcare #midohiovalley https://t.co/C6KHvSG5Js",FALSE,0,NA,2018-03-08 23:28:01,FALSE,NA,"971890309771747330",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","mymhsystem",0,FALSE,FALSE,NA,NA
"594","Missouri turkey farm quarantined after bird flu detected:
https://t.co/gXfqZTScwY",FALSE,0,NA,2018-03-08 23:27:58,FALSE,NA,"971890298124161024",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","kytv",1,FALSE,FALSE,NA,NA
"595","Flu experts call for new vaccines, drugs and diagnostics https://t.co/jRWqdUvsZy",FALSE,0,NA,2018-03-08 23:27:58,FALSE,NA,"971890298120032257",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","CNNedition",0,FALSE,FALSE,NA,NA
"596","Wisconsin woman forced to get flu shot or be fired, DOJ lawsuit claims https://t.co/ClXiUcdgjz https://t.co/H9o5PT8lBM",FALSE,0,NA,2018-03-08 23:27:51,FALSE,NA,"971890267077906434",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Sugar_chaiwala",0,FALSE,FALSE,NA,NA
"597","I should be writing, but my flu is making me feel https://t.co/PThKrOlpbw",FALSE,1,NA,2018-03-08 23:27:45,FALSE,NA,"971890243564576769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ericastwilight",0,FALSE,FALSE,NA,NA
"598","@CaulfieldTim @MoriartyLab @SGottliebFDA I am not against vaccinations, in general, but I have reviewed data on the‚Ä¶ https://t.co/KlnhhitylP",FALSE,2,"CaulfieldTim",2018-03-08 23:27:39,TRUE,"971888745787006976","971890217937461249","407395156","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danaparish",0,FALSE,FALSE,NA,NA
"599","Great....... I'm currently at the dr waiting on the results for my flu swab test thing. I'm starting to think I'm n‚Ä¶ https://t.co/wZw5zJYoL8",FALSE,6,NA,2018-03-08 23:27:26,TRUE,NA,"971890165600923648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JessWarfield1",0,FALSE,FALSE,NA,NA
"600","If I have the flu again my doc gone have to square up !",FALSE,0,NA,2018-03-08 23:27:02,FALSE,NA,"971890062878224384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_bitof_love",0,FALSE,FALSE,NA,NA
"601","@13swift1989 People are really calling her a N*zi for literally not voicing her opinion. Just because everyone has‚Ä¶ https://t.co/SPiip1WEit",FALSE,0,"13swift1989",2018-03-08 23:26:49,TRUE,"971421672736677888","971890007261753349","311261643","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wiglessxgomez",0,FALSE,FALSE,NA,NA
"602","@Thomas1774Paine Nice ring,  Dossier flu Ì†ΩÌ±ç",FALSE,3,"Thomas1774Paine",2018-03-08 23:26:47,FALSE,"971883284241272833","971889999510753280","275276082","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BasedAmerican",1,FALSE,FALSE,NA,NA
"603","@JasminMxx Good evening my sweetheart. Missing you soooooooo much. Very sorry you have flu. Wish I was with u to lo‚Ä¶ https://t.co/TYr6N37o2y",FALSE,0,"JasminMxx",2018-03-08 23:26:42,TRUE,"971490459385237505","971889980812472320","841941714004807680","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maxwell57paul",0,FALSE,FALSE,NA,NA
"604","I can feel myself coming down the the flu, this is not what I needed this week",FALSE,4,NA,2018-03-08 23:26:42,FALSE,NA,"971889979709419527",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_beccadohertyx",0,FALSE,FALSE,NA,NA
"605","Flu experts call for new vaccines, drugs and diagnostics - CNN https://t.co/E2BElp071E",FALSE,0,NA,2018-03-08 23:26:22,FALSE,NA,"971889894082727938",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BitzHealth",0,FALSE,FALSE,NA,NA
"606","Flu experts call for new vaccines, drugs and diagnostics - CNN https://t.co/aOU7XF6apc",FALSE,0,NA,2018-03-08 23:25:54,FALSE,NA,"971889779007668224",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RandolphPerdue",0,FALSE,FALSE,NA,NA
"607","I can‚Äôt believe my dog died, a friend died, my aunt died I had to get a root canal for over $1,000, and now flu sym‚Ä¶ https://t.co/HuVPnT3mQy",FALSE,0,NA,2018-03-08 23:25:38,TRUE,NA,"971889712276365318",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dappldexposures",0,FALSE,FALSE,NA,NA
"608","‚ÄúForget Flu, it‚Äôs Time for Your Fake-News Jab‚Äù by The Financial Times https://t.co/Kq9ulzNR0o",FALSE,0,NA,2018-03-08 23:25:37,FALSE,NA,"971889705972199424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GoldenRockTW",0,FALSE,FALSE,NA,NA
"609","Flu experts call for new vaccines, drugs and diagnostics - CNN https://t.co/TSXxqm76Tp",FALSE,0,NA,2018-03-08 23:25:35,FALSE,NA,"971889695994142720",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","JanetKrahenbuhl",0,FALSE,FALSE,NA,NA
"610","‚ÄúForget Flu, it‚Äôs Time for Your Fake-News Jab‚Äù by The Financial Times https://t.co/FaeHEwi1LW",FALSE,0,NA,2018-03-08 23:25:28,FALSE,NA,"971889670580654081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasonbosox",0,FALSE,FALSE,NA,NA
"611","@waltshaub Get better soon!  I  hope its not that awful flu.  I got my vaccine and STILL got it, but mine was less‚Ä¶ https://t.co/KLLViKFfYE",FALSE,5,"waltshaub",2018-03-08 23:25:27,TRUE,"971842231509442561","971889664897507328","830908366377611266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bimmerella",0,FALSE,FALSE,NA,NA
"612","LMAOOO niggas gonna catch the Flu touching the water https://t.co/gfsycOInxp",FALSE,1,NA,2018-03-08 23:25:21,FALSE,NA,"971889640448897024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maurice_Suave",1,FALSE,FALSE,NA,NA
"613","Flu experts call for new vaccines, drugs and diagnostics - CNN https://t.co/CmJYn1C5hw",FALSE,0,NA,2018-03-08 23:25:03,FALSE,NA,"971889565815390208",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","fatburningfoodx",0,FALSE,FALSE,NA,NA
"614","I‚Äôm still bitter I got rejected from flu camp for having a rare viral infection in 2008",FALSE,2,NA,2018-03-08 23:24:59,FALSE,NA,"971889544965574656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gecko_emoji",0,FALSE,FALSE,NA,NA
"615","Wisconsin woman forced to get flu shot or be fired, DOJ lawsuit claims https://t.co/M89f8tntrg",FALSE,0,NA,2018-03-08 23:24:49,FALSE,NA,"971889506826833920",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Method8Corp",0,FALSE,FALSE,NA,NA
"616","My flu infested niece won‚Äôt leave me alone Ì†ΩÌ∏∑",FALSE,0,NA,2018-03-08 23:24:25,FALSE,NA,"971889406356475904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J_Ellano",0,FALSE,FALSE,NA,NA
"617","Just had a client insist that I induce emesis in her 63lb Lab who ate a small rubber band. Then she declined the dog flu vaccine. #HeadDesk",FALSE,3,NA,2018-03-08 23:24:17,FALSE,NA,"971889370054758400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrLatigo",1,FALSE,FALSE,NA,NA
"618","Department of Justice Files Federal Lawsuit on Behalf of Former Nursing Assistant Over Flu Shot https://t.co/37ZJGLYfgQ",FALSE,0,NA,2018-03-08 23:24:02,FALSE,NA,"971889308574498816",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","EthnicConflict",0,FALSE,FALSE,NA,NA
"619","My cough n flu is getting worst, please heal me fast before my POP GRADUATIONÌ†ΩÌ∏î",FALSE,0,NA,2018-03-08 23:23:40,FALSE,NA,"971889217428008960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","muhdyan_",0,FALSE,FALSE,NA,NA
"620","@hart1274 @ABC There's a nasty flu going around, a lot of people called in sick...",FALSE,0,"hart1274",2018-03-08 23:23:22,FALSE,"971845513275322369","971889141674921986","812171729468461056","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mrdefender1983",0,FALSE,FALSE,NA,NA
"621","12 new flu deaths reported in NC; total climbs to 276 - https://t.co/jxepYkfBdQ https://t.co/sTGsIuy4oV https://t.co/IMBCJUgxYl",FALSE,0,NA,2018-03-08 23:22:53,FALSE,NA,"971889017208954880",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","HealthyWrld",0,FALSE,FALSE,NA,NA
"622","Being sick sucks. 
I finish chemo and now I get the gorram flu!  And laryngitis. 
Everybody's favourite time of year!  Ì†ΩÌ∏π",FALSE,0,NA,2018-03-08 23:22:47,FALSE,NA,"971888994039582721",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Celticblayde",0,FALSE,FALSE,NA,NA
"623","gravy so cold bitch i think i need a flu shot",FALSE,0,NA,2018-03-08 23:22:40,FALSE,NA,"971888964603994114",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","webnamorado",0,FALSE,FALSE,NA,NA
"624","I've never been thankful for a migraine so severe I vomit till today. If i had waited just 6 more hours it would ha‚Ä¶ https://t.co/GAuyjTP6Sc",FALSE,0,NA,2018-03-08 23:22:11,TRUE,NA,"971888841358442502",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Psalms23Ruth",0,FALSE,FALSE,NA,NA
"625","If you are gonna be stuck at home with the flu, you might as well read a few comics. https://t.co/URqhwsOOzk",FALSE,6,NA,2018-03-08 23:22:05,FALSE,NA,"971888817140617216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ComicCastPod",2,FALSE,FALSE,NA,NA
"626","@melitta_loves @LauraLouMakeup Nah, there's much more money in hiding it then selling it. If you sell it, then that‚Ä¶ https://t.co/4U7sPZ5D7J",FALSE,0,"melitta_loves",2018-03-08 23:22:03,TRUE,"971880701925748736","971888809339211776","1834167830","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alicespake",0,FALSE,FALSE,NA,NA
"627","#vaccines #vaccineswork #vaxwithme from @TaraHaelle "" As a science journalist who has reported on vaccines for... https://t.co/gwv2LQRldG",FALSE,0,NA,2018-03-08 23:21:59,FALSE,NA,"971888791010070528",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","IPoVC",0,FALSE,FALSE,NA,NA
"628","@CollectableMr @HeadUKCivServ I was there at the time, flu jabs happened, what is wrong with them that they deny it! #coverup",FALSE,0,"CollectableMr",2018-03-08 23:21:50,FALSE,"971666236902952961","971888754679058437","1588750999","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathanders",0,FALSE,FALSE,NA,NA
"629","@danaparish @MoriartyLab @SGottliebFDA Depends on your definition of ""compelling"". Is it worth studying? Sure. But‚Ä¶ https://t.co/FRRuugXr1C",FALSE,1,"danaparish",2018-03-08 23:21:48,TRUE,"971885621156433921","971888745787006976","89243448","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CaulfieldTim",0,FALSE,FALSE,NA,NA
"630","lesson I learned today: do NOT eat a banh mi while you still *might* have the stomach flu even if you feel better",FALSE,0,NA,2018-03-08 23:21:28,FALSE,NA,"971888660793655296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ludacrisa",0,FALSE,FALSE,NA,NA
"631","https://t.co/NlRDPDRtgt{
2018/03/08

By

Associated Press

  Published:
  18:20 EST, 8 March 2018

 | 
  Updated:‚Ä¶ https://t.co/yLGlZ0HwTp",FALSE,0,NA,2018-03-08 23:21:19,TRUE,NA,"971888622902366208",NA,"<a href=""http://www.newsliveupdates.com"" rel=""nofollow"">News Live Updates</a>","NewsITN",0,FALSE,FALSE,NA,NA
"632","Are u shitting me is all ..that one is influenza not influential https://t.co/IWch4mO1CY",FALSE,0,NA,2018-03-08 23:21:17,FALSE,NA,"971888615721783297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lynnemckay83",0,FALSE,FALSE,NA,NA
"633","Opinion | Tara Haelle: Americans have been thinking about the flu shot all wrong https://t.co/hPsQzjOhT1 via .‚Ä¶ https://t.co/MwkuZjOt3W",FALSE,0,NA,2018-03-08 23:21:04,TRUE,NA,"971888561929596928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","doritmi",0,FALSE,FALSE,NA,NA
"634","@TheTodayShow Aussie flu?  We already have that.  Call in sick on Friday and/or Monday morning to make it a long weekend.  #realaussieflu",FALSE,0,"TheTodayShow",2018-03-08 23:21:03,FALSE,"971841473913143296","971888558536499200","23879043","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gilders_chris",0,FALSE,FALSE,NA,NA
"635","https://t.co/F4VjagXOiZ{
2018/03/08

By

Associated Press

  Published:
  18:20 EST, 8 March 2018

 | 
  Updated:‚Ä¶ https://t.co/F7WDoofdVV",FALSE,0,NA,2018-03-08 23:20:55,TRUE,NA,"971888525133131778",NA,"<a href=""http://www.newsliveupdates.com"" rel=""nofollow"">News Live Updates</a>","NewsITN",0,FALSE,FALSE,NA,NA
