"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"40","That flu dont wanna live me...",FALSE,0,NA,2018-03-07 20:21:27,FALSE,NA,"971480970024112129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwaiyan143_",0,FALSE,FALSE,NA,NA
"41","Doctor confirms no flu! Just a lung infection that will be controlled with antibiotics and an inhaler. I oughta... https://t.co/WJ17rd0U46",FALSE,0,NA,2018-03-07 20:21:18,FALSE,NA,"971480933932195840",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LoreeLoughAutho",0,FALSE,FALSE,NA,NA
"42","How you sit there and wonder why you got the flu but you haven’t washed ya hands since 8th grade biology",FALSE,0,NA,2018-03-07 20:21:12,FALSE,NA,"971480906593644545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zecheroni",0,FALSE,FALSE,NA,NA
"43","The Art of Random Willy-Nillyness: Survive Flu &amp; cold season with Mucinex + Giveaway!... @carogonza https://t.co/nnIZYiRinI",FALSE,0,NA,2018-03-07 20:20:56,FALSE,NA,"971480842861150208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DEBIJOT",0,FALSE,FALSE,NA,NA
"44","damn stomach flu",FALSE,0,NA,2018-03-07 20:20:51,FALSE,NA,"971480821516218369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","victoriaareinaa",0,FALSE,FALSE,NA,NA
"45","@StartsWithABang I haven't done any traveling this year and I am seriously bummed about it. But with my luck, the n… https://t.co/EWAIU8kdja",FALSE,0,"StartsWithABang",2018-03-07 20:20:45,TRUE,"971465851151966208","971480796119871488","280811825","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NolaTRedd",0,FALSE,FALSE,NA,NA
"46","When you have the flu no fart can be trusted <ed><U+00A0><U+00BE><ed><U+00B4><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>",FALSE,0,NA,2018-03-07 20:20:43,FALSE,NA,"971480787064377344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TylerBlanchard8",0,FALSE,FALSE,NA,NA
"47","ABC: Experts say flu shot potentially caused the flu epidemic (Shocker, in mainstream no less) https://t.co/twIwivKqVi",FALSE,0,NA,2018-03-07 20:20:37,FALSE,NA,"971480761328119809",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","SkurbanVintro",0,FALSE,FALSE,NA,NA
"48","@OglesbyAPP Is that the flu medicine your on? https://t.co/Ouyns1g8hD",FALSE,0,"OglesbyAPP",2018-03-07 20:20:33,FALSE,"971465239735820293","971480743422636033","381672253","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimBrucefan60",0,FALSE,FALSE,NA,NA
"49","@GliffYT You got the flu?",FALSE,0,"GliffYT",2018-03-07 20:20:32,FALSE,"971479238426505216","971480741476315136","731637151","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jellyjelly0408",0,FALSE,FALSE,NA,NA
"50","@gxmrnstar Great day .Even if i am in pain normal for me have to live with 
Hope your bunch is all well and Blake over the Flu take care.",FALSE,1,"gxmrnstar",2018-03-07 20:20:25,FALSE,"971450328733372417","971480709549428737","3119181328","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jennife83124569",1,FALSE,FALSE,NA,NA
"51","How is it people still don’t know to COVER their damn mouths when they sneeze?! I am not playing with you assholes.… https://t.co/nPuo7xDM5I",FALSE,0,NA,2018-03-07 20:20:15,TRUE,NA,"971480668667629568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tifygodess24",0,FALSE,FALSE,NA,NA
"52","@jendrawscomics Flu is tap dancing on my ass, had a fever of 103",FALSE,0,"jendrawscomics",2018-03-07 20:20:08,FALSE,"971479348887900161","971480642092519424","612541739","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hdharris_irl",0,FALSE,FALSE,NA,NA
"53","@CaFPodcast  I can't stop listening but in the end of each season  I have no fucking idea what's going on. It's lik… https://t.co/fq6NngKOuf",FALSE,0,"CaFPodcast",2018-03-07 20:20:02,TRUE,NA,"971480613676109825","1686377550","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chickenfudge",0,FALSE,FALSE,NA,NA
"54","i took two paracetamol in advance so that i hopefully don't get fucked with a flu and i gotta <ed><U+00A0><U+00BD><ed><U+00BB><U+008F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BB><U+008F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BB><U+008F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BB><U+008F><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BB><U+008F><U+FE0F>CRASH",FALSE,2,NA,2018-03-07 20:19:39,FALSE,NA,"971480518670868481",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","r00ibos",0,FALSE,FALSE,NA,NA
"55","Are you sick with #flu? Stay home and avoid close contact with others, except if you need #medical care. Prescripti… https://t.co/z4UsZX6Dzg",FALSE,0,NA,2018-03-07 20:19:37,TRUE,NA,"971480508017332224",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","UMCapital",0,FALSE,FALSE,NA,NA
"56","Learn how to #prepare a variety of #Disaster #Supply #Kits by watching the #videos at https://t.co/ITE3NnFgxZ… https://t.co/OJxc44j1LV",FALSE,0,NA,2018-03-07 20:19:19,TRUE,NA,"971480433442590726",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeReadyFlorida",1,FALSE,FALSE,NA,NA
"57","0ks with the flu
#VR https://t.co/eUxfQF2Nv8",FALSE,0,NA,2018-03-07 20:19:18,FALSE,NA,"971480431341088768",NA,"<a href=""https://secondlife.com/"" rel=""nofollow"">Second Life Share</a>","djehankidd",0,FALSE,FALSE,NA,NA
"58","So whilst I'm lying here conquering man flu, I discover this. Yeeeeessss!!! https://t.co/hVqpVr8mOq",FALSE,0,NA,2018-03-07 20:19:16,FALSE,NA,"971480420452794368",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Sarah_UKBFF",0,FALSE,FALSE,NA,NA
"59","Lost 8 pounds cause of this flu call me carmen thinn lol",FALSE,28,NA,2018-03-07 20:19:13,FALSE,NA,"971480410138976256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarmenKingy",1,FALSE,FALSE,NA,NA
"60","Should you still get flu shot?
https://t.co/jPIsVzjJOc
#flushot #health #news #pasadena #joejaraszti https://t.co/JFQ4IHo4xI",FALSE,0,NA,2018-03-07 20:19:11,FALSE,NA,"971480399347159042",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","DrJoeHaraszti",0,FALSE,FALSE,NA,NA
"61","Should you still get flu shot?
https://t.co/G59JLjzMUi
#flushot #health #news #pasadena #joejaraszti https://t.co/A6KoTygiSB",FALSE,0,NA,2018-03-07 20:19:10,FALSE,NA,"971480398772494341",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","martavision",0,FALSE,FALSE,NA,NA
"62","Should you still get flu shot?
https://t.co/ot4ZK4RGOG
#flushot #health #news #pasadena #joejaraszti https://t.co/okGZlVIbLv",FALSE,0,NA,2018-03-07 20:19:08,FALSE,NA,"971480390019026944",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","rogerscott",0,FALSE,FALSE,NA,NA
"63","Should you still get flu shot?
https://t.co/wEhcvtV1He
#flushot #health #news #pasadena #joejaraszti https://t.co/nkjgHMGre1",FALSE,0,NA,2018-03-07 20:19:08,FALSE,NA,"971480389054234624",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","KISSMediaCo",0,FALSE,FALSE,NA,NA
"64","Should you still get flu shot?
https://t.co/6unRzuuLXf
#flushot #health #news #pasadena #joejaraszti https://t.co/GykN4SdEQK",FALSE,0,NA,2018-03-07 20:19:08,FALSE,NA,"971480388207071233",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","ColinBBaker",0,FALSE,FALSE,NA,NA
"65","@DigitalCantina Ack, that sucks Andrew. Get better. The flu this year is a beast. Don't underestimate it.",FALSE,0,"DigitalCantina",2018-03-07 20:19:05,FALSE,"971480024292450304","971480376165257217","315349283","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Charlie_Athanas",0,FALSE,FALSE,NA,NA
"66","Situation Update: Summary of Weekly FluView Report | Seasonal Influenza (Flu) | CDC https://t.co/8EZZxvyUSQ via @CDCgov",FALSE,0,NA,2018-03-07 20:18:54,FALSE,NA,"971480329721667584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","theTampaDoctor",0,FALSE,FALSE,NA,NA
"67","Found some cold and flu meds still feel like hell but... I think I'll make it through training now. At the very lea… https://t.co/96x3qk5qr6",FALSE,0,NA,2018-03-07 20:18:49,TRUE,NA,"971480307487723521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sam_Kenpo",0,FALSE,FALSE,NA,NA
"68","Well after 2 kids throwing up Monday, I have to flu myself. Stomach really hurts, hoping i’m not going to throw up..",FALSE,0,NA,2018-03-07 20:18:48,FALSE,NA,"971480302974586880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","modelsims4",0,FALSE,FALSE,NA,NA
"69","Nope we have been sleeping in separate rooms....flu in summer is horrible https://t.co/zraUMOeRVX",FALSE,0,NA,2018-03-07 20:18:45,FALSE,NA,"971480292358844419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lyttoyah",0,FALSE,FALSE,NA,NA
"70","@sevenbarrows @unibet @itvracing @Racing_UK @pasport Fuck of hendo you Bent cunt,I hope ALTIOR gets flu",FALSE,0,"sevenbarrows",2018-03-07 20:18:34,FALSE,"971443680845365249","971480246150156290","4257578578","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wewantnotd01",0,FALSE,FALSE,NA,NA
"71","Isn’t it great when you book a week off work and you’re stuck in bed with the flu<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+00B0>",FALSE,0,NA,2018-03-07 20:18:33,FALSE,NA,"971480240882094086",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RebeccaCalth1",0,FALSE,FALSE,NA,NA
"72","@JeffreyKlarik hi when can we #Episodes Season 5 in UK? At home with flu and NEED this.",FALSE,0,"JeffreyKlarik",2018-03-07 20:18:31,FALSE,NA,"971480232342499329","785996432603959296","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marthakearney",0,FALSE,FALSE,NA,NA
"73","Day 60
Theme: Favorite Shoes

Had stomach flu for 5+ days so a bit of catching up. Had these for many years. Still… https://t.co/hRME5DfGpR",FALSE,0,"DigStic",2018-03-07 20:18:21,TRUE,"968913434745233409","971480190139404289","2420580992","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DigStic",0,FALSE,FALSE,NA,NA
"74","I have a midterm in a few hours. But I’ve caught a stomach bug or something that’s killing me.  Feels like today’s… https://t.co/oLKfBMsoPE",FALSE,1,NA,2018-03-07 20:18:14,TRUE,NA,"971480161647505408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jwayyedsquared",0,FALSE,FALSE,NA,NA
"75","One of my coworkers just told me I ""look great &amp; look like I lost some weight"" and I'm internally like, ""well I was… https://t.co/vgrxlKgtyM",FALSE,0,NA,2018-03-07 20:18:04,TRUE,NA,"971480121331863557",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_meeeg",0,FALSE,FALSE,NA,NA
"76","5 ingredients to avoid in cold and flu medicine https://t.co/GvyFDwYqsc via @WellandGoodNYC",FALSE,0,NA,2018-03-07 20:18:04,FALSE,NA,"971480119113060354",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","hazelspurr",0,FALSE,FALSE,NA,NA
"77","Antibiotics will do absolutely nothing for a cold, cough or the flu as they are viral infections - not bacterial.",FALSE,63,NA,2018-03-07 20:18:00,FALSE,NA,"971480102579077121",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Fact",26,FALSE,FALSE,NA,NA
"78","Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,1,NA,2018-03-07 20:17:47,FALSE,NA,"971480047054938113",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",2,FALSE,FALSE,NA,NA
"79","Current Status trying to get work done with fever and flu workin on me https://t.co/3vZRdTumYr",FALSE,3,NA,2018-03-07 20:17:41,FALSE,NA,"971480024292450304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DigitalCantina",0,FALSE,FALSE,NA,NA
"80","“what are you doing for spring break?” 

getting the flu I guess",FALSE,0,NA,2018-03-07 20:17:41,FALSE,NA,"971480022765719552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessielbrowning",0,FALSE,FALSE,NA,NA
"81","@Alan_Flu Plot twist",FALSE,1,"Alan_Flu",2018-03-07 20:17:15,FALSE,"971479791026176001","971479913197985792","144640870","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rodrigonmartins",0,FALSE,FALSE,NA,NA
"82","Is flu season on the decline? Experts hope so. https://t.co/DwS481gsJl https://t.co/nSGNj0PCGH",FALSE,0,NA,2018-03-07 20:17:08,FALSE,NA,"971479885112848391",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ACPressNLeonard",0,FALSE,FALSE,NA,NA
"83","Btw I’m sicker then fuck <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> like seriously probably have the flu",FALSE,0,NA,2018-03-07 20:16:44,FALSE,NA,"971479783728009216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emt0mbed",0,FALSE,FALSE,NA,NA
"84","Keep the flu from taking over your home with these easy steps.
https://t.co/fwx2vq9H5q",FALSE,0,NA,2018-03-07 20:16:06,FALSE,NA,"971479625049300992",NA,"<a href=""https://www.heyorca.com"" rel=""nofollow"">HeyOrca</a>","SunCleSer",0,FALSE,FALSE,NA,NA
"85","Gotta love being full of flu..... NOT! <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>",FALSE,0,NA,2018-03-07 20:16:03,FALSE,NA,"971479614420865024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheRealL8onT",0,FALSE,FALSE,NA,NA
"86","Did you get your flu shot? It's not too late! Visit #SixNations Gane Yohs Health Centre TOMORROW 4-7pm. No appt nec… https://t.co/oqitFKXHyv",FALSE,0,NA,2018-03-07 20:16:01,TRUE,NA,"971479603016544257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SixNationsEC",0,FALSE,FALSE,NA,NA
"87","@AccessBuses @thebevy Thank you for coming. Sorry I didn’t come &amp; chat Victoria. I was in but have the flu &amp; was minimising contact.",FALSE,0,"AccessBuses",2018-03-07 20:15:56,FALSE,"971391121627795457","971479584066670595","2819097304","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sevenbeescafe",0,FALSE,FALSE,NA,NA
"88","The case for a universal #flu vaccine: https://t.co/TOXRxLkUOV",FALSE,1,NA,2018-03-07 20:15:32,FALSE,NA,"971479481864081409",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Prod2</a>","MedscapeNurses",0,FALSE,FALSE,NA,NA
"89","What up, I’m Aline, I’m 17, and i am legitimately dying of the flu",FALSE,0,NA,2018-03-07 20:15:27,FALSE,NA,"971479461110714368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhDeasil",0,FALSE,FALSE,NA,NA
"90","Why do people come out to public places when they know they have the flu.. man comes in and says he’s had it for a… https://t.co/A7x6Zz0yDO",FALSE,0,NA,2018-03-07 20:15:25,TRUE,NA,"971479451614810116",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","killaakatt",0,FALSE,FALSE,NA,NA
"91","Flu jab only worked in quarter of cases, new figures show  https://t.co/8c1yuZtlL3 via @telegraphnews",FALSE,0,NA,2018-03-07 20:15:19,FALSE,NA,"971479428067766272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bunnycakes64",0,FALSE,FALSE,NA,NA
"92","The truth about the #flushot: It may not always prevent #illness, but it will reduce risk of #death… https://t.co/8tXcuOfxWj",FALSE,0,NA,2018-03-07 20:15:17,TRUE,NA,"971479417800273920",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CarolinaFan1982",0,FALSE,FALSE,NA,NA
"93","When you’re home sick with the flu and you suddenly grow a black fluffy lump on your tummy https://t.co/LxDBdWXoLl",FALSE,1,NA,2018-03-07 20:15:09,FALSE,NA,"971479386082893824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","silbuur",1,FALSE,FALSE,NA,NA
"94","Flu <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7> did not take me out! Just a sign to rest and take it slow, cause honey girl, your going to need your strength! It’s getting close!!<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>
<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>",FALSE,0,NA,2018-03-07 20:15:04,FALSE,NA,"971479366524837888",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ttiaj3",0,FALSE,FALSE,NA,NA
"95","DOJ Sues SNF Over Mandated Flu Shot, Citing Worker's Religious Rights https://t.co/Ffu3wmfbdu",FALSE,0,NA,2018-03-07 20:15:02,FALSE,NA,"971479357913890816",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","EthnicConflict",0,FALSE,FALSE,NA,NA
"96","Princess is a G<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> she got her flu shot. As soon as it went into her leg, I saw her pouting ready to cry until we sai… https://t.co/F6u8ihwylb",FALSE,0,NA,2018-03-07 20:14:59,TRUE,NA,"971479342575308800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ineti",0,FALSE,FALSE,NA,NA
"97","#Ukraine continues to experience high level of #flu activity. At least six region are at #epidemic stage. Three dea… https://t.co/qclWZ0kS4n",FALSE,0,NA,2018-03-07 20:14:41,TRUE,NA,"971479266583080960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","besthealthyou",0,FALSE,FALSE,NA,NA
"98","Third time I’ve had the flu since Christmas what’s going on<ed><U+00A0><U+00BE><ed><U+00B4><U+0092><ed><U+00A0><U+00BE><ed><U+00B4><U+0092> #sickday",FALSE,0,NA,2018-03-07 20:14:04,FALSE,NA,"971479112291373056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mollybrady44",0,FALSE,FALSE,NA,NA
"99","Great news for those of us who question flu shot Melania Trump Bans White House Staff From Taking Flu Shot https://t.co/6tWJtk1D9O",FALSE,0,NA,2018-03-07 20:13:56,FALSE,NA,"971479079651303424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeePSw31",0,FALSE,FALSE,NA,NA
"100","I have the worst stomach flu in the history of mankind and my only entertainment has been @_CatPeterson and… https://t.co/iKpeSKtyNY",FALSE,5,NA,2018-03-07 20:13:43,TRUE,NA,"971479024991133697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pihlas_view",1,FALSE,FALSE,NA,NA
"101","I hope this nurse wins this battle. Would be a huge win for all health care workers who are forced into getting... https://t.co/qAHLw7EOlS",FALSE,0,NA,2018-03-07 20:13:41,FALSE,NA,"971479018917842945",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BalancedBodyChi",0,FALSE,FALSE,NA,NA
"102","Weather allergy: forever confusing you whether it’s an allergy or flu.",FALSE,0,NA,2018-03-07 20:13:35,FALSE,NA,"971478993747800064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lexii_Dee",0,FALSE,FALSE,NA,NA
"103","man if i have the flu i wouldn’t even be upset about it",FALSE,0,NA,2018-03-07 20:13:31,FALSE,NA,"971478974164475904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uhhkarm",0,FALSE,FALSE,NA,NA
"104","@JxDokkan When the flu thinks it has you beat https://t.co/7tclc0JiX5",FALSE,2,"JxDokkan",2018-03-07 20:13:22,FALSE,"971471378695278592","971478938819223552","1202873940","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NortFX",1,FALSE,FALSE,NA,NA
"105","Flu season is over rite?",FALSE,0,NA,2018-03-07 20:13:15,FALSE,NA,"971478906179080193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iSupprT_Striprz",0,FALSE,FALSE,NA,NA
"106","@KayaJones I was down three days a few weeks ago.
Von Ryan's Express (1965) is a great flu movie!",FALSE,2,"KayaJones",2018-03-07 20:12:55,FALSE,"971476795714297857","971478822624288768","32626129","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Founderwords",0,FALSE,FALSE,NA,NA
"107","I wish this flu season would end. Everyone under the sun is sick right now.",FALSE,2,NA,2018-03-07 20:12:39,FALSE,NA,"971478757704810496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IllinoisActor",0,FALSE,FALSE,NA,NA
"108","@MapleleafCameo I only had a flu ones, about 15 years ago. Don't need to experience it a second time.",FALSE,1,"MapleleafCameo",2018-03-07 20:12:37,FALSE,"971478301419167744","971478748682969088","1701708288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mycopoftea",0,FALSE,FALSE,NA,NA
"109","Watch me wake up with a flu",FALSE,0,"Innuendorin",2018-03-07 20:12:19,FALSE,"971478398265712640","971478672581496832","64410454","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Innuendorin",0,FALSE,FALSE,NA,NA
"110","The Flu-dar. https://t.co/Bja4Oy6NIC #parenting",FALSE,0,NA,2018-03-07 20:12:15,FALSE,NA,"971478655003254786",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","mumsymidwife",0,FALSE,FALSE,NA,NA
"111","Regarding @NME no longer in print - my first one had a Sly and Robbie single with it. I had the flu. I was 9. Not a… https://t.co/p6Pzaz0sSh",FALSE,0,NA,2018-03-07 20:12:10,TRUE,NA,"971478635600384000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leightwinst",0,FALSE,FALSE,NA,NA
"112","Just popping in to say I’m alive,just have the new flu that’s been going around <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,2,NA,2018-03-07 20:12:05,FALSE,NA,"971478615434170370",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Smkennedy0007",0,FALSE,FALSE,NA,NA
"113","I had influenza A a month ago and now I have B, but my 500$ insurance wouldn’t cover generic Tamiflu because I had… https://t.co/oM2d9g9ix4",FALSE,1,NA,2018-03-07 20:11:32,TRUE,NA,"971478477106024449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BexleyDrive",0,FALSE,FALSE,NA,NA
"114","It's #cold &amp; flu season! https://t.co/6pgxCrhtu3 , TBM can help! #business Because #germs will be germs! #DFW,… https://t.co/iLfdkoxgXc",FALSE,0,NA,2018-03-07 20:11:28,TRUE,NA,"971478461029199873",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","TBM_Janitorial",0,FALSE,FALSE,NA,NA
"115","@chloe_trautman Alkaseltzer cold and flu liquid gels day/nighttime. Only thing that helped me.",FALSE,0,"chloe_trautman",2018-03-07 20:11:23,FALSE,"971468755044679685","971478439965446149","882726711825235968","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdvoXan12",0,FALSE,FALSE,NA,NA
"116","@BarlowFans_x @GaryBarlow You are doing brilliant at 9 stone that amazing Toni it is not always easy have had 1st a… https://t.co/OmMjj83K6K",FALSE,1,"BarlowFans_x",2018-03-07 20:11:01,TRUE,"971474939290312705","971478347162275840","3986032042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamanthaE151617",0,FALSE,FALSE,NA,NA
"117","On this day in 1963 https://t.co/1myXBtTPd7.played 1st home game since Dec 8th (snow ice) but lost 0-6 to Pwllheli… https://t.co/PMo17GBPQS",FALSE,0,NA,2018-03-07 20:11:01,TRUE,NA,"971478345945841665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","westonisback",0,FALSE,FALSE,NA,NA
"118","Confirmed flu cases dropped again in Boone County last week: https://t.co/MkU0NdlEjf",FALSE,0,NA,2018-03-07 20:11:00,FALSE,NA,"971478341428510720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","939TheEagle",0,FALSE,FALSE,NA,NA
"119","@Mycopoftea Hugs for flu!
We had that a couple of months ago",FALSE,1,"Mycopoftea",2018-03-07 20:10:50,FALSE,"971475050900676608","971478301419167744","794509891","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MapleleafCameo",0,FALSE,FALSE,NA,NA
"120","Stuck in the bed with the flu on spring break.<ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,0,NA,2018-03-07 20:10:47,FALSE,NA,"971478285195579402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Babelicouss",0,FALSE,FALSE,NA,NA
"121","Crowded Shelters and the Vicious Flu Brew Perfect Storm for the Homeless | https://t.co/cmShsa8wc6 #bioethics",FALSE,1,NA,2018-03-07 20:10:42,FALSE,NA,"971478267294347264",NA,"<a href=""http://www.bioethics.com/"" rel=""nofollow"">Bioethics.com</a>","bioethicsdotcom",0,FALSE,FALSE,NA,NA
"122","Sorry for inactive kinda have the flu but still going forward will try to get some art done <U+2764><U+FE0F>",FALSE,3,NA,2018-03-07 20:10:16,FALSE,NA,"971478155692331008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PenCDesigns",0,FALSE,FALSE,NA,NA
